date,ticker,open,high,low,close,volume_shares,turnover_value,free_float_shares,sector,industry,board,ret_1,ret_5,ret_20,ma_10,ma_20,ma_50,dist_ma_20_pct,dist_ma_50_pct,range_pct,true_range_pct,atr_14_pct,vol_20_mean,vol_20_std,volume_z20,high_20,low_20,close_loc_20,compression_score,trend_eff_20,breakout_tension,up_vol_10,down_vol_10,pullback_quality,phase,phase_confidence,institutional_support,acc_inventory_strength,institutional_participation_score,retail_participation_score,institutional_resistance,distribution_overhang,broker_alignment_score,foreign_net_20d,foreign_alignment_score,regime,macro_alignment_score,macro_headwind_score,broker_profile_confidence_mean,future_max_return,future_min_return,label_ready_long,support_distance_pct,resistance_headroom_pct,resistance_headroom_score,dry_score,wet_score,false_breakout_risk,phase_deterioration_score,tape_conviction_score,tape_weakness_score,transfer_suspicion,spoof_risk_score,book_support_score,book_pressure_down_score,offer_consumption_score,bid_consumption_score,microstructure_strength_score,microstructure_weakness_score,gulungan_up_score,gulungan_down_score,effort_result_up,effort_result_down,post_up_followthrough_score,post_down_followthrough_score,absorption_after_up_score,absorption_after_down_score,bullish_burst_score_intraday,bearish_burst_score_intraday,bull_trap_score_intraday,bear_trap_score_intraday,dominant_burst_direction,dominant_event_label,acc_inventory_strength_scaled,distribution_overhang_scaled,foreign_net_20d_scaled,volume_z20_scaled,accumulation_quality_score,breakout_integrity_score,distribution_risk_score,climax_up_risk,climax_vs_continuation_score,capitulation_down_risk,bullish_burst_score,bull_trap_score,bearish_burst_score,bear_trap_score,burst_signal,trap_signal,down_burst_signal,bear_trap_signal,dominant_burst_label_context,model_prob_raw,calibrated_prob,rule_long_score,rule_rebound_score,confidence,blended_long_prob,verdict,why_now,invalidation,burst_note
2026-01-05,CCC,135.48,137.83,132.92,134.72,1900586,256767144,540000000.0,Consumer,Consumer Services,REG,-0.01238912103218237,-0.002074074074074117,-0.02036067481093662,135.31900000000002,135.099,140.634,-0.2805350150630215,-4.205241975624663,3.644596199524959,3.644596199524959,2.9882770912375887,1239890.15,235404.6943509199,2.8066383800107744,140.62,130.77,0.4010152283856828,1.2899723328533668,0.17480998913274706,40.10152283856828,14257813.0,1443333.0,0.8987689767007044,DISTRIBUTION,37.65146695539529,141.10728387981138,70.72012838255341,15.690478720325952,80.87786483203794,141.31615673819954,24213.594911070617,0.0,-3187.0,30,CHOP,50,50,69.90103273432875,0.01796318289786214,-0.03845011876484561,0.0,-4.526544416553135,4.89619710377045,75.72839200930544,11.746930403118713,88.25306959688129,42.91630579552213,75,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999586,29.91367195342,99.9999999771572,11.738682185425029,46.93885138594997,69.06563200677579,58.80715581444916,36.63619979652819,63.30108684088735,13.773808048003207,44.659304141471836,25.826454516588846,33.417455204244675,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,7.0160132560369135,27.657612320012056,48.0677906338898,0.05262009942027686,TRIM_SELL,"sinyal campuran, edge belum kuat",close di bawah 141.11 atau gagal tembus 141.32,tidak ada burst dominan
2026-01-06,CCC,133.59,135.89,131.98,133.66,1855636,247956887,540000000.0,Consumer,Consumer Services,REG,-0.007868171021377712,-0.00867759400726853,-0.031027983181093233,135.119,134.885,140.4614,-0.9081810431107895,-4.842184400838945,2.9253329343109358,2.9253329343109358,2.999907006998226,1265714.7,272304.52295528486,2.16640286983727,140.62,130.77,0.29340101519863826,0.9058080564329174,0.211618257250436,29.340101519863826,8070968.0,3707902.0,0.5405876965439587,DISTRIBUTION,31.146530539939413,140.98378717802444,74.59720304381472,15.518298135363661,81.05005102316963,141.05885052693193,24915.390987404564,0.0,-3274.0,30,CHOP,50,50,70.36165118145239,0.026036211282358224,-0.048556037707616295,0.0,-5.1947726221714285,5.5355757346490675,75.62592098551988,9.660991981734751,90.33900801826525,44.907567414268954,75,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999598,27.730313947501006,99.99999997397857,10.322423443102963,41.813351174775725,69.76348985372991,58.06376176669097,35.529119346480705,63.753549173485766,13.298448524434818,44.82845147118212,25.850994068024416,33.358404516435314,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,5.358749171155532,27.4288033525717,46.55912918213865,0.04019061878366649,TRIM_SELL,"sinyal campuran, edge belum kuat",close di bawah 140.98 atau gagal tembus 141.06,tidak ada burst dominan
2026-01-07,CCC,133.29,135.52,132.92,133.47,2019025,269295486,540000000.0,Consumer,Consumer Services,REG,-0.0014215172826574918,-0.027824313496977116,-0.031000435603310672,134.995,134.6715,140.296,-0.8921709493100005,-4.865427382106402,1.9480032966209804,1.9480032966209804,2.954233036271184,1303728.15,320145.7602387872,2.2342849377935825,139.56,130.77,0.30716723545993446,2.414529897307304,0.15131211612778922,30.716723545993446,7207340.0,2616526.0,0.6369637064437088,DISTRIBUTION,31.386199188190986,140.98857230642528,92.55443655996305,14.523244424171562,82.36153811359169,140.81561122747806,25768.259140917653,0.0,-3553.0,30,CHOP,50,50,72.21279975648153,0.027496815763841997,-0.050123623286131735,0.0,-5.3327529908483555,5.5035672641627675,79.86668009222667,10.260945220516211,89.7390547794838,44.98490309135848,75,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999612,25.36172814346593,99.99999996785758,10.468762009803863,42.48283702362997,69.64078042244876,57.501209022155294,35.98668577902243,63.63901430141232,13.408226969738255,44.706065401286345,25.850176612103645,33.376948691167044,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,5.621219816210678,27.494113663762853,46.888902085662494,0.042159148621580086,TRIM_SELL,"sinyal campuran, edge belum kuat",close di bawah 140.99 atau gagal tembus 140.82,tidak ada burst dominan
2026-01-08,CCC,132.64,135.53,131.17,134.56,2091941,279493059,540000000.0,Consumer,Consumer Services,REG,0.008166629205064835,-0.012186169431801508,-0.011896019973564487,134.99899999999997,134.5905,140.12939999999998,-0.022661331966211673,-3.9744693119359464,3.240190249702745,3.240190249702745,2.8933337935117227,1349916.7,363289.6980901489,2.042514015401195,139.56,130.77,0.43117178607153855,4.426179337488605,0.028402366862224193,43.11717860715385,7040159.0,4112314.0,0.41587768117168955,ACCUMULATION,30.845084363274072,140.91135791924066,87.16612001156363,17.79691910779733,78.24133832606108,140.6073631304971,26651.235220754592,0.0,-3635.0,30,CHOP,50,50,72.80360199698279,0.019173602853745475,-0.07595124851367419,0.0,-4.5073427813255185,4.494175929323063,69.99490729199921,10.802688077104547,89.19731192289545,50.22250608360276,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999625,25.739433016065323,89.31049219079135,10.479697352003045,43.771335529181414,66.15010935306866,54.82120086500643,37.50243637880077,56.85961865904805,13.888349426543929,44.209356746443625,24.179049069402065,32.726096269760035,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,6.6576949800626455,27.61671840283295,47.02264316501433,0.04993271235046984,NEUTRAL,"sinyal campuran, edge belum kuat",close di bawah 140.91 atau gagal tembus 140.61,tidak ada burst dominan
2026-01-09,CCC,133.91,134.34,133.04,133.89,1856973,248648758,540000000.0,Consumer,Consumer Services,REG,-0.004979191438763464,-0.018473718935561934,-0.0014170644391410248,135.005,134.581,139.9272,-0.5134454343480921,-4.314529269505862,0.9709462992008452,1.1352602882963703,2.7924231949819807,1391322.7,371861.8691779742,1.2522130893101524,139.56,130.77,0.3549488054203675,6.916341488688175,0.0698795180680812,35.494880542036746,701895.0,2249526.0,-1.0,ACCUMULATION,15.553464439152526,140.7479955520689,88.85862821138971,18.92316833949471,76.77861471507697,140.45894170103455,27096.056111097056,0.0,-3970.0,30,CHOP,50,50,74.0469855563585,0.02427365748002086,-0.07132720890283051,0.0,-4.872535147068458,4.906222795604265,69.59307589782608,7.086758852787912,92.91324114721209,68.23113048144756,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.019333662932454927,99.9999999999963,21.904956149294115,99.99999995898537,7.369584329387685,33.37437205563793,69.1286487101597,57.778318240323095,32.894781537947196,58.012715914113755,12.677508524098947,45.0255883742615,24.361593279604595,32.655609534050775,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,2.9523808485753147,27.19800756287232,43.25477422793024,0.022142856364314862,NEUTRAL,"sinyal campuran, edge belum kuat",close di bawah 140.75 atau gagal tembus 140.46,tidak ada burst dominan
2026-01-12,CCC,133.98,137.14,132.48,132.64,2026877,270202042,540000000.0,Consumer,Consumer Services,REG,-0.009336022107700348,-0.015439429928741144,-0.01784524250277697,134.769,134.4605,139.735,-1.3539292208492482,-5.0774680645507715,3.5132689987937256,3.5132689987937256,2.8690907421989498,1428721.55,396740.7127801646,1.50767347724013,139.56,130.77,0.2127417519666935,4.360677362681557,0.1085450346357669,21.27417519666935,4450201.0,6311480.0,-0.4182460522569651,ACCUMULATION,16.849262134695103,140.51071630334016,59.52574878821906,19.291814979393198,76.34037365777603,140.1827448813907,28017.728261621876,0.0,-4438.0,30,CHOP,50,50,71.85213817720394,0.027895054282268017,-0.07071773220747879,0.0,-5.601506070432771,5.686629132532217,69.180356025646,6.581015717348329,93.41898428265168,55.64025575023652,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999642,16.06918238993542,92.49335536239424,7.480464770674273,33.10906494640573,67.7290072322111,53.63970954116154,34.98862105662434,57.80864908883997,12.882678378412365,44.59231974399188,24.242035814337115,32.609915694751415,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,3.183023508891269,27.152572594114666,43.52772877769232,0.023872676316684514,NEUTRAL,"sinyal campuran, edge belum kuat",close di bawah 140.51 atau gagal tembus 140.18,tidak ada burst dominan
2026-01-13,CCC,132.45,134.49,131.41,133.87,1766853,235269594,540000000.0,Consumer,Consumer Services,REG,0.009273220747889166,0.001571150680832023,-0.004831995242343234,134.673,134.42800000000003,139.5762,-0.4150920939090197,-4.0882328075990015,2.300739523418251,2.300739523418251,2.871706213104532,1444315.55,403891.6577304617,0.7985741815327255,139.56,130.77,0.35267349256511077,4.273492296657537,0.06042654028078114,35.267349256511075,5319740.0,6783133.0,-0.2750873162974128,ACCUMULATION,21.958061043155784,140.47957570332454,71.63286255639605,18.02535807444801,77.83102686097195,140.02456782334815,28469.462337697547,0.0,-4796.0,30,CHOP,50,50,71.4810109223761,0.018450735788451578,-0.08650183013371182,0.0,-4.705008304753955,4.597421246991962,45.96529935383771,8.083140616778106,91.91685938322189,53.083611355632925,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999648,10.854035611471282,99.9999999678292,8.568255077925336,40.439672261627635,67.09174242698413,58.40956955078715,34.162168405016914,57.45587739288011,13.164073747022773,44.88723001475011,24.213586503410397,32.649744770126915,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,5.01398993342499,27.31820462180179,44.50795494878143,0.03760492450068743,NEUTRAL,"sinyal campuran, edge belum kuat",close di bawah 140.48 atau gagal tembus 140.02,tidak ada burst dominan
2026-01-14,CCC,134.38,136.34,130.45,132.73,2504563,334493919,540000000.0,Consumer,Consumer Services,REG,-0.008515724210054643,-0.00554431707499814,-0.0009032743695898127,134.217,134.42199999999997,139.3712,-1.2587225305381367,-4.765116465955666,4.4375800497250175,4.4375800497250175,3.0139810040485284,1506784.55,465083.2957112401,2.1453758051536136,139.56,130.45,0.25027442368273584,3.31787219920443e-08,0.012276785713600571,25.027442368273583,8663064.0,3920907.0,0.5473995113045454,ACCUMULATION,24.540519591416967,140.27989623511806,62.548773384699416,19.985959831410817,75.46950272761704,139.84121963378286,29099.17441110063,0.0,-5160.0,30,CHOP,50,50,72.79654124397807,0.011225796730204296,-0.10517592104271822,0.0,-5.38202296818352,5.357658128368015,57.9165502817855,7.362155889038846,92.63784411096115,41.09231707566264,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999656,6.228632478631813,99.99999997081858,8.85167119465405,41.843092866000354,65.81140375349035,53.17033094721292,37.10714281236915,57.30795736734225,13.395599473638711,44.371387693491926,24.10034463861481,32.59890353118617,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,5.557426926493014,27.248856881843793,45.587356396873396,0.04168070194869761,NEUTRAL,"sinyal campuran, edge belum kuat",close di bawah 140.28 atau gagal tembus 139.84,tidak ada burst dominan
2026-01-15,CCC,133.13,134.22,131.0,132.67,1975381,262531024,540000000.0,Consumer,Consumer Services,REG,-0.00045204550591426695,-0.01404577883472069,-0.0021060549078600888,133.862,134.408,139.167,-1.2930777929885173,-4.6684918119956675,2.427074696615662,2.427074696615662,3.0069440417232305,1533545.35,476310.8575411731,0.9276203617966151,139.56,130.45,0.24368825463845306,0.23347736145353792,0.0567129629596821,24.368825463845305,5765228.0,5760731.0,0.0007800211891014763,ACCUMULATION,20.00140867051963,140.16960137490355,72.61054178392851,18.77348813388929,77.01434168640891,139.72256543014686,29338.686794934125,0.0,-5346.0,30,CHOP,50,50,71.11916549519195,0.01047712369035958,-0.11276098590487671,0.0,-5.350376473458618,5.315870528489386,49.542022323570414,6.082139677665821,93.91786032233418,46.92746137809225,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999659,3.5455626418761703,46.53530987021271,7.895010529263329,33.41062984563375,66.79322463628398,55.65535666947869,34.24647106694676,57.69632397560692,12.930716110411854,44.79698293099548,24.159690066067704,32.573739381443986,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,3.4205715297502497,27.104907484660743,44.04418629497096,0.025654286473126876,NEUTRAL,"sinyal campuran, edge belum kuat",close di bawah 140.17 atau gagal tembus 139.72,tidak ada burst dominan
2026-01-16,CCC,132.68,134.06,130.85,131.53,2006206,265035140,540000000.0,Consumer,Consumer Services,REG,-0.008592748925906335,-0.017626409739338156,-0.015862326973438146,133.374,134.302,138.9556,-2.0640050036484836,-5.343865234650491,2.440507868927247,2.440507868927247,2.984440635535494,1584175.45,469667.9630793466,0.8985721470823432,139.56,130.45,0.1185510427970867,0.9801113365861625,0.12609649122115793,11.85510427970867,7693924.0,4101789.0,0.46687944929011527,ACCUMULATION,22.16651553864537,139.9771149035091,83.84321916267254,20.03189147405698,75.37270286943426,139.46159296874546,30183.606493010102,0.0,-5472.0,30,CHOP,50,50,73.02641146893284,0.010035733292784954,-0.1050710864441573,0.0,-6.034639954775445,6.030253910701333,59.33920952207967,6.9929936293999315,93.00700637060007,38.24783217845845,35,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999667,2.2681074141433326,68.23632503008905,8.405381339475579,35.259206554242866,65.55128126294642,50.576216567122415,37.3216186980051,57.31130720817929,13.350790305493161,44.13588635691957,24.07399740547671,32.58078040228793,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,4.294358369570286,27.210818264759105,45.11839703853453,0.03220768777177715,NEUTRAL,"sinyal campuran, edge belum kuat",close di bawah 139.98 atau gagal tembus 139.46,tidak ada burst dominan
2026-01-19,CCC,131.14,132.85,129.54,130.38,2109902,275885483,540000000.0,Consumer,Consumer Services,REG,-0.008743252489926245,-0.01703860072376351,-0.02577897332436685,132.94,134.1295,138.69619999999998,-2.795432772059847,-5.995982586401061,2.538732934499158,2.538732934499158,2.97559211812125,1655586.95,432316.63571403595,1.0508849590060982,139.56,129.54,0.08383233532097507,1.2736937247771607,0.30068337128128275,8.383233532097508,6899579.0,4047987.0,0.4132994201530268,DISTRIBUTION,24.8389489647519,139.54060115777185,56.34234078305735,21.03529359456194,73.96470653620923,139.16726997741668,30925.852395614955,0.0,-5840.0,30,CHOP,50,50,74.63889536737723,0.005675717134529856,-0.09717748120877434,0.0,-6.564828502791387,6.739737672508572,60.87224175323996,7.89747749309871,92.1025225069013,37.47454754201891,75,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999676,0.0,99.99999994938004,8.995777783118395,37.6282100441907,69.25950065655996,56.270235530823726,35.120655190090076,63.917278507347184,13.019408221470218,44.800250836600505,25.78422221492128,33.28660172538965,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,4.166393202755449,27.242362900180787,45.63571483914149,0.03124794902066587,TRIM_SELL,"sinyal campuran, edge belum kuat",close di bawah 139.54 atau gagal tembus 139.17,tidak ada burst dominan
2026-01-20,CCC,129.97,131.12,127.17,128.25,1594143,205812936,540000000.0,Consumer,Consumer Services,REG,-0.01633686148182234,-0.04198102636886536,-0.054621848739495826,132.399,133.75900000000001,138.38039999999998,-4.118601365141794,-7.32068992429562,3.0799220272904506,3.0799220272904506,2.905793305975274,1669204.15,425484.75125725695,-0.17641325518294826,139.56,127.17,0.08716707021088226,3.589528231665568,0.34471718247893796,8.716707021088226,3575885.0,8714269.0,-1.0,DISTRIBUTION,12.386682665687442,139.4149382275096,49.497205671311804,21.155438130316934,73.84456200585929,138.86308135501574,31705.964609680726,0.0,-5994.0,30,CHOP,50,50,75.66508697487949,0.01996101364522418,-0.08218323586744647,0.0,-8.00842317864795,8.275307099427476,69.7040026921642,4.972339680790285,95.02766031920972,59.51431146267623,75,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999685,0.0,36.71357964222266,6.476890369052557,20.833234971539163,72.54780264574671,59.544144961731334,29.90600609548757,65.0137095770308,11.885443045183992,45.584570660381445,26.00340930687159,33.249987941742596,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,0.0,26.906719195736223,42.39360135489528,0.0,TRIM_SELL,risiko distribusi tinggi,close di bawah 139.41 atau gagal tembus 138.86,tidak ada burst dominan
2026-01-21,CCC,129.0,130.81,126.78,127.27,1584179,202985406,540000000.0,Consumer,Consumer Services,REG,-0.007641325536062449,-0.04113614103819785,-0.05522975280231612,131.779,133.387,138.0204,-4.585904173570143,-7.788993511104159,3.166496424923392,3.166496424923392,2.877656124002345,1679554.7,420495.3021213384,-0.22681751619778634,139.56,126.78,0.03834115805646742,4.52308361658001,0.3712237583015256,3.834115805646742,5056800.0,7609199.0,-0.5047458867267836,DISTRIBUTION,16.479692345562665,139.11382597913448,51.75474758624205,21.25662656994203,73.74337355557448,138.56310930247008,32371.375140535518,0.0,-6112.0,30,CHOP,50,50,76.76597088672224,0.013514575312328247,-0.07511589534061447,0.0,-8.513766259948108,8.87334745224333,79.19895003901748,6.5269869694728815,93.47301303052711,52.695115654752115,75,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999692,0.0,55.621716869921286,7.411608429795453,24.39141931164775,71.38747674528567,55.82164016836976,32.767943795615125,64.5484473036362,12.393509055179024,44.998839157153974,25.93390294416495,33.28119407883727,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,0.8272174143822943,27.081347597396977,43.76960207790427,0.0062041306078672075,TRIM_SELL,risiko distribusi tinggi,close di bawah 139.11 atau gagal tembus 138.56,tidak ada burst dominan
2026-01-22,CCC,126.57,128.63,124.34,126.88,1386086,175652257,540000000.0,Consumer,Consumer Services,REG,-0.003064351378958108,-0.04364211954473496,-0.056794528694617985,131.01100000000002,133.005,137.661,-4.605090034209236,-7.831557231169328,3.3811475409836005,3.3811475409836005,2.8699180738308923,1697226.55,398741.4866641073,-0.7803064401525355,139.56,124.34,0.1668856767301647,4.779822134788688,0.3614144565594699,16.68856767301647,8295799.0,4941630.0,0.4043213920684434,DISTRIBUTION,29.87553844718468,138.8460960982036,43.978426372448666,20.71653002888477,74.3615299463024,138.31333609675244,32782.80451342749,0.0,-6370.0,30,CHOP,50,50,76.24174769384919,0.016629886506935865,-0.07684426229508201,0.0,-8.618244541596741,9.011141312068439,80.65288721600936,10.635599281332508,89.3644007186675,43.44245103846516,75,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999696,0.0,50.21308760770603,10.294494022189705,33.3739016387162,69.37326228272212,54.91925232459877,36.045786256431214,63.52931256434455,13.457972414901569,44.39702841846273,25.834394971837757,33.38471122050108,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,4.0639979543598495,27.536119824097895,47.04712253241428,0.03047998465769887,TRIM_SELL,"sinyal campuran, edge belum kuat",close di bawah 138.85 atau gagal tembus 138.31,tidak ada burst dominan
2026-01-23,CCC,127.18,128.99,124.5,124.56,1288239,162155983,540000000.0,Consumer,Consumer Services,REG,-0.01828499369482972,-0.05299171291720517,-0.06926698049764635,130.078,132.54149999999998,137.168,-6.021887484297361,-9.191648197830403,3.604688503532441,3.604688503532441,2.8670675241171417,1704207.85,389751.6016220795,-1.0672665571323063,139.56,124.34,0.014454664913636282,4.874399695462628,0.5122669283360026,1.4454664913636281,5825272.0,7911096.0,-0.35806465346167515,DISTRIBUTION,20.70681988485311,138.706407180642,27.31874997686191,19.274919158343234,76.14811320146211,137.88562163672975,33707.06244572607,0.0,-6663.0,30,CHOP,50,50,74.96901128989364,0.020873474630699995,-0.059649967886962196,0.0,-10.198813067242574,10.698154814330252,88.42737638247267,7.918085858868887,92.08191414113111,51.02583273977213,75,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999704,0.0,9.368805841525333,8.338346636173192,19.80208266695508,70.88112103982095,53.44919546348988,33.92931734249264,64.23851132913386,12.733997012646746,44.59716701245315,25.914260971068714,33.31975542585683,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,0.5305865084023598,27.2342009594665,44.62329981055404,0.003979398813017699,TRIM_SELL,risiko distribusi tinggi,close di bawah 138.71 atau gagal tembus 137.89,tidak ada burst dominan
2026-01-26,CCC,124.11,126.17,123.26,124.6,1269136,157825294,540000000.0,Consumer,Consumer Services,REG,0.00032113037893388707,-0.04433195275348978,-0.07703703703703713,129.27399999999997,132.0215,136.6882,-5.6214328726760465,-8.843630979118899,2.3354735152487933,2.3354735152487933,2.8249347084698457,1709068.7,383316.7884569599,-1.147700057101454,139.56,123.26,0.0822085889520111,6.272312143375274,0.5051851851602387,8.22085889520111,9761013.0,2586999.0,0.7349661351746997,DISTRIBUTION,34.111054022748405,138.4613083404828,41.90896872720896,20.887074651998542,74.11292547603384,137.64216633504756,33931.45650904018,0.0,-6922.0,30,CHOP,50,50,74.83007700723492,0.020545746388443087,-0.06605136436597103,0.0,-10.010961550642861,10.467228198272526,94.40968125924965,12.428625457006895,87.57137454299311,38.24994937093689,75,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,,,0.0,99.99999999999706,0.0,0.0,11.29492122590128,27.9844506469658,68.35569632397038,50.24458322442595,38.3064484386547,63.056845446243045,13.952107457826514,43.69938059294043,25.779885087772733,33.42711581747465,WEAK_OR_NO_UP_BURST,LOW_TRAP_RISK,WEAK_OR_NO_DOWN_BURST,LOW_BEAR_TRAP_RISK,NO_BURST,0.018205915575495196,0.0,3.8169968775415324,27.735472211427684,48.0808149385114,0.028627476581561492,TRIM_SELL,"sinyal campuran, edge belum kuat",close di bawah 138.46 atau gagal tembus 137.64,tidak ada burst dominan
