date,ticker,burst_ts,window_open_ts,direction,buy_aggr_lot_w,sell_aggr_lot_w,trade_count_w,buy_dom_ratio,price_progress_ticks,follow_return_ticks,counter_move_ticks,upper_wick_ratio,lower_wick_ratio,gulungan_up_score,gulungan_down_score,effort_result_up,effort_result_down,post_up_followthrough_score,post_down_followthrough_score,absorption_after_up_score,absorption_after_down_score,bullish_burst_score_intraday,bearish_burst_score_intraday,bull_trap_score_intraday,bear_trap_score_intraday,valid_bullish_burst,trap_burst,valid_bearish_burst,bear_trap,event_label,sell_dom_ratio
2026-04-09,BBB,2026-04-09 09:01:57,2026-04-09 09:01:48,UP,252.0,56.0,4.0,0.8181818181791618,42.00000000003837,0.0,0.0,0.0,0.0,64.10938654700328,0.0,100.0,50.0,66.25,50.0,18.75,50.0,57.04531596410098,20.0,30.670315964100983,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,CCC,2026-04-09 09:00:09,2026-04-09 09:00:00,DOWN,0.0,183.0,4.0,,20.000000000018474,5.000000000004263,17.000000000015632,0.0,0.0,0.0,70.32731376822484,50.0,100.0,50.0,65.0,50.0,35.81967213114754,20.0,55.18425970423794,20.0,37.05311216325434,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9999999999945356
2026-04-09,CCC,2026-04-09 09:01:12,2026-04-09 09:01:03,DOWN,18.0,181.0,4.0,,9.000000000007105,-2.000000000001421,6.000000000005684,0.30769230769236655,0.0,0.0,56.596356498844166,50.0,100.0,50.0,20.0,50.0,63.59116022099447,20.0,34.26067490545436,20.0,48.87669700490187,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9095477386888968
2026-04-09,CCC,2026-04-09 09:01:39,2026-04-09 09:01:30,UP,211.0,19.0,4.0,0.9173913043438374,5.000000000004263,1.000000000001421,0.0,0.0,0.0,66.18326478497981,0.0,66.67359374605233,50.0,77.50000000001597,50.0,25.438388625583535,50.0,50.81070014689431,20.0,39.046178155373546,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,CCC,2026-04-09 09:01:42,2026-04-09 09:01:33,UP,304.0,1.0,4.0,0.9967213114721419,7.000000000005684,-10.000000000008527,10.000000000008527,0.0,0.22222222222220467,80.5445281330945,0.0,87.4078231268969,50.0,20.0,50.0,71.41447368421052,50.0,36.73241948481047,20.0,61.16502107925675,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,CCC,2026-04-09 09:01:45,2026-04-09 09:01:36,UP,272.0,1.0,4.0,0.9963369963333468,7.000000000005684,4.000000000004263,8.000000000007105,0.22222222222220467,0.0,77.82645282486281,0.0,89.13495214105444,50.0,60.555555555555905,50.0,53.37826797385586,50.0,50.09490917684026,20.0,47.29765369454802,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,CCC,2026-04-09 09:01:48,2026-04-09 09:01:39,UP,272.0,91.0,4.0,0.749311294763776,1.000000000001421,29.000000000027,5.000000000004263,0.8333333333332544,0.0,46.27875809541805,0.0,12.73356459158696,50.0,54.16666666664337,50.0,51.39705882354559,50.0,20.32927347847388,20.0,57.7161676532864,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,DDD,2026-04-09 09:00:12,2026-04-09 09:00:03,DOWN,18.0,249.0,4.0,,7.000000000005684,-9.000000000007105,9.000000000007105,0.5882352941176913,0.0,0.0,72.67980286352014,50.0,90.55574374942637,50.0,20.0,50.0,64.81927710843374,20.0,36.47902137472589,20.0,56.36982419880788,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9325842696594285
2026-04-09,DDD,2026-04-09 09:00:15,2026-04-09 09:00:06,DOWN,18.0,251.0,4.0,,27.00000000002558,-1.000000000001421,19.000000000017053,0.0,0.0,0.0,77.86351827246529,50.0,100.0,50.0,20.0,50.0,64.7011952191235,20.0,40.418816437914884,20.0,55.53435428652047,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9330855018552674
2026-04-09,DDD,2026-04-09 09:00:18,2026-04-09 09:00:09,DOWN,22.0,251.0,4.0,,15.00000000001421,14.00000000001279,10.000000000008527,0.0,0.375,0.0,72.31665497467664,50.0,100.0,50.0,57.49999999999999,50.0,44.57171314741036,20.0,52.15565386292092,20.0,41.33792477925558,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9194139194105516
2026-04-09,DDD,2026-04-09 09:01:21,2026-04-09 09:01:12,UP,213.0,32.0,4.0,0.8693877550984923,26.00000000002416,-2.000000000001421,7.000000000007105,0.0,0.10344827586207066,62.439006040902164,0.0,100.0,50.0,20.0,50.0,61.69014084507043,50.0,36.39367364325656,20.0,50.15423702353826,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,DDD,2026-04-09 09:01:27,2026-04-09 09:01:18,UP,170.0,83.0,4.0,0.6719367588906248,9.000000000007105,5.000000000005684,0.0,0.30769230769236655,0.0,51.98448581210325,0.0,100.0,50.0,93.84615384615267,50.0,6.153846153847331,50.0,62.82611497439967,20.0,18.36457651286227,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,DDD,2026-04-09 09:01:33,2026-04-09 09:01:24,UP,185.0,83.0,4.0,0.6902985074601109,3.000000000002842,14.00000000001279,0.0,0.4000000000001137,0.0,43.61075123645642,0.0,41.00576006943227,50.0,91.99999999999773,50.0,8.000000000002276,50.0,44.73466538829397,20.0,31.431785353579883,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,DDD,2026-04-09 09:01:36,2026-04-09 09:01:27,UP,186.0,0.0,4.0,0.9999999999946237,5.000000000005684,23.000000000019895,0.0,0.0,0.0,62.72493063661737,0.0,68.27288120008672,50.0,100.0,50.0,0.0,50.0,60.88569949100689,20.0,26.74925889096353,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,DDD,2026-04-09 09:01:48,2026-04-09 09:01:39,UP,215.0,0.0,4.0,0.9999999999953488,24.000000000022737,-28.00000000002558,28.00000000002558,0.0,0.0,72.782401900985,0.0,100.0,50.0,20.0,50.0,76.37209302325581,50.0,36.56030196564434,20.0,56.927743826109456,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,DDD,2026-04-09 09:01:51,2026-04-09 09:01:42,UP,211.0,51.0,4.0,0.8053435114473079,11.000000000009948,-18.000000000015632,18.000000000015632,0.47619047619049876,0.0,59.758330230646216,0.0,100.0,50.0,10.476190476190027,50.0,79.1446626043787,50.0,29.71761416736563,20.0,55.61842662505053,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,EEE,2026-04-09 09:00:12,2026-04-09 09:00:03,DOWN,0.0,161.0,4.0,,76.00000000006821,-83.0000000000739,83.0000000000739,0.0,0.0,0.0,71.87315634059689,50.0,100.0,50.0,20.0,50.0,80.0,20.0,35.561946902179066,20.0,57.561946902179066,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9999999999937889
2026-04-09,EEE,2026-04-09 09:00:15,2026-04-09 09:00:06,DOWN,0.0,215.0,4.0,,106.00000000009663,-127.00000000011937,130.00000000011937,0.0,0.0,0.0,75.85545722558568,50.0,100.0,50.0,20.0,50.0,77.76744186046511,20.0,37.203148795582685,20.0,58.198497632791984,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9999999999953488
2026-04-09,EEE,2026-04-09 09:00:18,2026-04-09 09:00:09,DOWN,98.0,214.0,4.0,,10.000000000011369,-53.00000000005116,73.00000000006821,0.0,0.850746268656686,0.0,58.2176083488974,50.0,100.0,50.0,2.98507462686628,50.0,81.17380387780662,20.0,26.97679038582447,20.0,57.161718548747615,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.6858974358952376
2026-04-09,EEE,2026-04-09 09:00:54,2026-04-09 09:00:45,UP,308.0,0.0,4.0,0.9999999999967533,68.00000000006253,10.000000000011369,0.0,0.0,0.0,72.26114649538661,0.0,100.0,50.0,100.0,50.0,12.272727272727273,50.0,69.22379849407052,20.0,24.746525766797802,20.0,1,0,0,0,UP_CONTINUATION_BURST,
2026-04-09,EEE,2026-04-09 09:00:57,2026-04-09 09:00:48,UP,296.0,0.0,4.0,0.9999999999966217,135.00000000012506,-135.00000000012506,135.00000000012506,0.0,0.0,71.78343948901383,0.0,100.0,50.0,20.0,50.0,63.58108108108108,50.0,38.818815630487926,20.0,53.43030211697442,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,EEE,2026-04-09 09:01:09,2026-04-09 09:01:00,DOWN,0.0,136.0,4.0,,98.00000000009095,-2.0,39.000000000034106,0.0,0.0,0.0,70.02949852345567,50.0,100.0,50.0,20.0,50.0,80.0,20.0,35.0088495570367,20.0,57.0088495570367,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9999999999926471
2026-04-09,EEE,2026-04-09 09:01:27,2026-04-09 09:01:18,UP,253.0,87.0,4.0,0.744117647056635,9.000000000011369,145.00000000013074,0.0,0.0,0.8301886792452324,54.836361931930725,0.0,100.0,50.0,100.0,50.0,0.0,50.0,66.45090857957922,20.0,16.450908579579217,20.0,1,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,EEE,2026-04-09 09:01:33,2026-04-09 09:01:24,UP,295.0,0.0,4.0,0.9999999999966102,94.00000000008527,68.00000000005684,0.0,0.0,0.0,71.74363057181607,0.0,100.0,50.0,100.0,50.0,0.0,50.0,71.52308917154483,20.0,21.52308917154482,20.0,1,0,0,0,UP_CONTINUATION_BURST,
2026-04-09,EEE,2026-04-09 09:01:36,2026-04-09 09:01:27,UP,277.0,0.0,4.0,0.9999999999963899,145.00000000013074,-103.00000000009663,103.00000000009663,0.0,0.0,71.02707006225599,0.0,100.0,50.0,20.0,50.0,53.682310469314075,50.0,40.57165892481399,20.0,50.72869863600532,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,EEE,2026-04-09 09:01:39,2026-04-09 09:01:30,UP,273.0,0.0,4.0,0.999999999996337,97.00000000009095,-129.00000000011937,129.00000000011937,0.0,0.0,70.86783439346468,0.0,100.0,50.0,20.0,50.0,61.64835164835165,50.0,38.93067998836907,20.0,52.67243823012731,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,EEE,2026-04-09 09:01:42,2026-04-09 09:01:33,UP,279.0,0.0,4.0,0.9999999999964158,68.00000000005684,-109.00000000009663,128.0000000001137,0.014492753623257654,0.0,66.1066878966516,0.0,100.0,50.0,19.71014492753485,50.0,61.68770453483074,50.0,37.422001693913046,20.0,51.31190351719619,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,EEE,2026-04-09 09:01:57,2026-04-09 09:01:48,UP,277.0,72.0,4.0,0.793696275069359,35.000000000034106,0.0,0.0,0.0,0.0,62.77492106517474,0.0,100.0,50.0,66.25,50.0,18.75,50.0,56.64497631955242,20.0,30.26997631955242,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,FFF,2026-04-09 09:00:09,2026-04-09 09:00:00,DOWN,1.0,155.0,4.0,,37.000000000032685,-33.00000000002984,33.00000000002984,0.02631578947369799,0.0,0.0,66.52170524351524,50.0,100.0,50.0,20.0,50.0,80.0,20.0,33.95651157305457,20.0,55.95651157305457,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9935897435833745
2026-04-09,FFF,2026-04-09 09:00:18,2026-04-09 09:00:09,UP,195.0,73.0,4.0,0.7276119402957926,33.00000000002984,21.000000000018474,0.0,0.0,0.0,59.76021531544151,0.0,100.0,50.0,100.0,50.0,0.15384615384615385,50.0,67.89729536386321,20.0,17.966526133093993,20.0,1,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,FFF,2026-04-09 09:00:21,2026-04-09 09:00:12,UP,221.0,0.0,4.0,0.9999999999954752,40.00000000003553,5.000000000005684,0.0,0.0,0.0,72.07650273074346,0.0,100.0,50.0,100.0,50.0,0.13574660633484165,50.0,71.59580149795606,20.0,21.656887470806748,20.0,1,0,0,0,UP_CONTINUATION_BURST,
2026-04-09,FFF,2026-04-09 09:00:24,2026-04-09 09:00:15,UP,229.0,0.0,4.0,0.9999999999956333,39.00000000003553,-9.000000000008527,9.000000000008527,0.0,0.0,72.51366120069275,0.0,100.0,50.0,20.0,50.0,50.262008733624455,50.0,41.70169661348293,20.0,50.31960054361393,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,FFF,2026-04-09 09:00:54,2026-04-09 09:00:45,UP,189.0,85.0,4.0,0.6897810218952928,26.00000000002416,1.0,9.000000000008527,0.0,0.0,52.91910972696429,0.0,100.0,50.0,42.50000000000001,50.0,59.08730158730159,50.0,39.68327260062897,20.0,42.14755831491468,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,FFF,2026-04-09 09:00:57,2026-04-09 09:00:48,UP,299.0,61.0,4.0,0.8305555555532484,27.00000000002558,-9.000000000008527,20.000000000018474,0.0,0.0689655172413641,64.56102003499832,0.0,100.0,50.0,20.0,50.0,66.5551839464883,50.0,36.057269221201835,20.0,52.007101997121566,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,FFF,2026-04-09 09:01:45,2026-04-09 09:01:36,DOWN,0.0,205.0,4.0,,59.000000000054,-59.000000000054,59.000000000054,0.0,0.0,0.0,75.57750759722072,50.0,100.0,50.0,20.0,50.0,70.04878048780488,20.0,38.66349618160524,20.0,56.18544740111743,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.999999999995122
2026-04-09,FFF,2026-04-09 09:01:48,2026-04-09 09:01:39,DOWN,40.0,157.0,4.0,,28.00000000002558,-64.00000000005826,64.00000000005826,0.0,0.36363636363635776,0.0,58.808263772740354,50.0,100.0,50.0,12.727272727272846,50.0,76.57209033005199,20.0,30.509879247629918,20.0,54.24004716888054,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.7969543147167668
2026-04-09,GGG,2026-04-09 09:00:24,2026-04-09 09:00:15,DOWN,1.0,143.0,4.0,,7.000000000001421,20.000000000004263,0.0,0.0,0.0,0.0,66.05344250586808,50.0,100.0,50.0,100.0,50.0,0.0,20.0,69.81603275176042,20.0,19.81603275176042,0,0,1,0,DOWN_CONTINUATION_BREAK,0.9930555555486594
2026-04-09,GGG,2026-04-09 09:00:36,2026-04-09 09:00:27,DOWN,0.0,134.0,4.0,,20.000000000003553,13.000000000002842,0.0,0.0,0.0,0.0,70.61806655938163,50.0,100.0,50.0,100.0,50.0,8.28358208955224,20.0,69.52870354990404,20.0,23.25631549020255,0,0,1,0,DOWN_CONTINUATION_BREAK,0.9999999999925374
2026-04-09,GGG,2026-04-09 09:00:51,2026-04-09 09:00:42,DOWN,0.0,136.0,4.0,,12.000000000002132,-8.000000000001421,9.000000000001421,0.0,0.0,0.0,70.77654516477304,50.0,100.0,50.0,20.0,50.0,61.47058823529412,20.0,38.93884590237309,20.0,52.600610608255444,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9999999999926471
2026-04-09,GGG,2026-04-09 09:01:33,2026-04-09 09:01:24,DOWN,0.0,212.0,4.0,,5.0000000000007105,-11.000000000002132,11.000000000002132,0.0,0.2857142857143292,0.0,68.46539883625414,50.0,66.61507078968332,50.0,14.285714285713416,50.0,85.71428571428659,20.0,23.6219587768681,20.0,67.45728052488438,0,0,0,1,DOWN_INITIATIVE_SWEEP,0.9999999999952831
2026-04-09,GGG,2026-04-09 09:01:36,2026-04-09 09:01:27,DOWN,0.0,239.0,4.0,,1.0,-8.000000000001421,11.000000000002132,0.0,0.6666666666667456,0.0,52.27152667566448,50.0,13.032891315710982,50.0,6.666666666665089,50.0,91.0739191073935,20.0,2.3915636768146626,20.0,78.85838161728697,0,0,0,1,DOWN_BEAR_TRAP_RISK,0.9999999999958159
2026-04-09,GGG,2026-04-09 09:01:45,2026-04-09 09:01:36,UP,221.0,63.0,4.0,0.7781690140817671,8.000000000001421,-2.0000000000007105,6.000000000001421,0.2727272727272845,0.0,70.95822123589898,0.0,100.0,50.0,14.545454545454312,50.0,61.970382558618084,50.0,37.52975349540965,20.0,53.87097110133335,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,GGG,2026-04-09 09:01:57,2026-04-09 09:01:48,UP,211.0,48.0,4.0,0.8146718146686692,4.0000000000007105,0.0,0.0,0.20000000000008528,0.0,59.62807108710542,0.0,53.33887499680586,50.0,62.249999999998295,50.0,22.750000000001705,50.0,42.23564007533233,20.0,42.79120257693093,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,HHH,2026-04-09 09:00:09,2026-04-09 09:00:00,UP,230.0,44.0,4.0,0.839416058391097,28.00000000002558,29.00000000002558,0.0,0.0,0.3777777777777988,60.9822518273151,0.0,100.0,50.0,100.0,50.0,8.608695652173912,50.0,66.57293641775975,20.0,20.446849461238006,20.0,1,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,HHH,2026-04-09 09:00:15,2026-04-09 09:00:06,UP,232.0,66.0,4.0,0.7785234899302734,41.00000000003695,-8.000000000008527,8.000000000008527,0.0,0.0,63.654423954037995,0.0,100.0,50.0,20.0,50.0,52.58620689655172,50.0,38.57908580690105,20.0,48.242878910349326,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,HHH,2026-04-09 09:00:27,2026-04-09 09:00:18,UP,236.0,20.0,4.0,0.921874999996399,2.000000000002842,57.00000000005116,0.0,0.31999999999993634,0.6000000000000227,51.27090075367084,0.0,26.125744627909253,50.0,93.60000000000129,50.0,18.094915254236017,50.0,41.693723332231684,20.0,39.653562882682685,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,HHH,2026-04-09 09:00:30,2026-04-09 09:00:21,UP,283.0,20.0,4.0,0.9339933993368515,13.000000000011369,48.000000000045475,0.0,0.0,0.6578947368421131,67.62402939177495,0.0,100.0,50.0,100.0,50.0,9.752650176678443,50.0,68.3366787821968,20.0,22.725371361702095,20.0,1,0,0,0,UP_CONTINUATION_BURST,
2026-04-09,HHH,2026-04-09 09:00:33,2026-04-09 09:00:24,UP,324.0,20.0,4.0,0.9418604651135412,78.00000000007105,1.0000000000028422,4.000000000002842,0.0,0.0,75.1501467585372,0.0,100.0,50.0,54.16666666668206,50.0,45.83333333332741,50.0,51.92004402756619,20.0,43.1700440275566,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,HHH,2026-04-09 09:00:36,2026-04-09 09:00:27,UP,324.0,92.0,4.0,0.7788461538442817,57.00000000005116,9.000000000008527,0.0,0.06557377049179182,0.0,63.62957430776682,0.0,100.0,50.0,98.68852459016418,50.0,9.459623557983985,50.0,66.86907872827429,20.0,21.716073263793206,20.0,1,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,HHH,2026-04-09 09:00:39,2026-04-09 09:00:30,UP,265.0,92.0,4.0,0.7422969187654278,48.000000000045475,-23.000000000022737,23.000000000022737,0.0,0.0,58.985296382515486,0.0,100.0,50.0,20.0,50.0,69.24528301886792,50.0,33.84653231098106,20.0,51.006909669471625,20.0,0,0,0,0,UP_INITIATIVE_SWEEP,
2026-04-09,HHH,2026-04-09 09:00:51,2026-04-09 09:00:42,DOWN,66.0,239.0,4.0,,32.000000000031264,40.000000000034106,0.0,0.11111111111108479,0.0,0.0,61.470844572114494,50.0,100.0,50.0,100.0,50.0,0.0,20.0,68.44125337163435,20.0,18.441253371634346,0,0,1,0,DOWN_CONTINUATION_BREAK,0.78360655737448
2026-04-09,HHH,2026-04-09 09:00:54,2026-04-09 09:00:45,DOWN,66.0,196.0,4.0,,49.000000000045475,21.000000000019895,0.0,0.0,0.0,0.0,62.32872741183393,50.0,100.0,50.0,100.0,50.0,13.01020408163265,20.0,66.09657740722363,20.0,21.95116924395834,0,0,1,0,DOWN_INITIATIVE_SWEEP,0.7480916030505799
2026-04-09,HHH,2026-04-09 09:00:57,2026-04-09 09:00:48,DOWN,0.0,265.0,4.0,,48.00000000004263,11.000000000008527,0.0,0.0,0.0,0.0,76.77215189722709,50.0,100.0,50.0,100.0,50.0,9.622641509433961,20.0,71.10711726728132,20.0,25.437305946526617,0,0,1,0,DOWN_CONTINUATION_BREAK,0.9999999999962265
2026-04-09,HHH,2026-04-09 09:01:00,2026-04-09 09:00:51,DOWN,0.0,227.0,4.0,,40.000000000034106,18.000000000017053,6.000000000002842,0.0,0.0,0.0,74.3670886060778,50.0,100.0,50.0,65.0,50.0,36.23348017621145,20.0,56.313430546581046,20.0,38.368496625876205,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9999999999955947
2026-04-10,AAA,2026-04-10 09:00:30,2026-04-10 09:00:21,DOWN,0.0,145.0,4.0,,77.00000000007105,0.0,20.000000000019895,0.0,0.0,0.0,71.6185897419708,50.0,100.0,50.0,31.25,50.0,70.23275862068965,20.0,40.25152519845331,20.0,52.79376657776365,0,0,0,0,DOWN_INITIATIVE_SWEEP,0.9999999999931035
